supply_id,product_id,supplier_id
ed3e1afa-ee02-4390-804d-330313b9aabd,4CF9AF4XA40,SUP-9284
7e897825-3c34-4b7b-beea-455f9bddc567,5QM6RD9XU64,SUP-8748
b2bed6f7-68a3-4a20-94d8-c7cb21e4bc63,7K66QN6UM23,SUP-8949
b614e4d3-f224-46ec-9571-baf845a3eb73,5WY1G98FX63,SUP-7754
36fc2b48-1be2-4376-a749-f3008a7560da,3GF0QP5XQ14,SUP-5567
b33e7bf8-8bba-4b4f-9c73-7f82807e1790,1WX2GQ3PV37,SUP-8237
f52325a7-49b2-495b-9e29-13518af0eb03,7R17Y59UN27,SUP-1350
a81e0269-78ae-42f0-aef7-8999b45ac542,5RP2HA7XD88,SUP-7592
c60aa173-78e0-4f4e-b00a-44a5c699f01b,2TJ3M64NW79,SUP-2926
f7106763-f679-4f82-81ac-b6127aba7387,6JV7M99CK28,SUP-1418
c4862b42-542b-4b80-8de5-e8abb9047527,7YW0Q82XM49,SUP-5688
94111245-9d85-40ba-846f-734998996ace,9EW2W90DW49,SUP-2177
79ec6971-4be4-4e60-a7d1-21d0d890b4a2,7VY2N40KH94,SUP-7699
2a8614af-5173-4794-83f3-51f1bcb0d9fa,3T51WE8RV59,SUP-0486
9c59f800-aece-4635-b5f2-1dbfccdd6333,4PR1W64RM57,SUP-5688
f7cd3e2a-69ae-4bd4-ac1f-a02678c5c968,4PF4M84CR49,SUP-9734
cab2b8f6-4481-41b4-96e1-75c400d65250,3XF7EK2MT27,SUP-9284
20620281-b547-47dd-bf2a-6a51cca6d552,8T91R76RF07,SUP-0800
40ab0794-daea-4d3d-b80b-b26fda61c523,5M43E84KE58,SUP-1508
78791a9c-4001-4ca7-a475-be5ca59af4b1,3K49CK5RR81,SUP-9865
9c3bc431-7c36-4844-a235-b32591186c26,7QT1T38CQ83,SUP-1693
b189fbe0-370b-4061-9027-fc0355fd3f3c,3GK2F78TA33,SUP-5189
e00ef1af-77bc-42f4-9b8e-83841a7ec92f,8CU1RU6NP44,SUP-9951
6c91ab30-82d4-45e2-b61d-aaa05348173c,8WX9T98EC83,SUP-9284
e7e955b7-256f-4beb-be50-4af03a81c73c,6KM5WP3CW30,SUP-9436
f2c5fcc3-3407-42ff-9654-ceab424912a6,9PH6HJ5YF42,SUP-8949
7a9ea42c-15d2-41e1-9829-fcbce72ac707,3D78VD0UW70,SUP-2437
0523e4a8-6128-4021-af41-65b2a2b01a23,7K66QN6UM23,SUP-0814
8852fc47-6efb-40c6-90fd-b84b4a762337,1MG5J33DQ09,SUP-1508
2e9be541-6716-49f7-ab6d-df2857863a7b,6FR0E75YE74,SUP-7592
59031f15-231d-4759-a289-294f3b0c7eea,8E10H36WY40,SUP-5688
1c3e21bb-3b14-403c-bfdf-992c4178bdd3,4DH3X44RG60,SUP-0910
5066282f-0594-4c0f-8e67-fd635e9603ad,5Y55K16WV99,SUP-3954
e42c9d43-55b8-461a-ada3-7ae49f5c281e,7DR2E19WJ69,SUP-2177
deb64fd6-d03d-4ba5-b7ac-d27016938b48,5N28QX7XE19,SUP-1508
cad9d189-0530-4a89-8109-2bf42f8e100d,2RC7Y26TM64,SUP-4487
249d39fe-b801-4f77-8c8c-5410a0417fc6,5Y48F97CT45,SUP-2437
498e732a-27f3-4e99-824d-55411bdc3711,3D28T37MH89,SUP-5567
e1ee59be-00f5-4109-8203-4501f7d9dd6b,5DR1M38YW11,SUP-3534
63e58e22-5076-4343-b950-a80dcf26100f,4PF4M84CR49,SUP-0734
d25715be-2b96-4ca2-90b2-bf6500814cd2,5PD3DD3YD39,SUP-4272
3a8fb5db-3d20-4c2a-865d-2feba7d7f8cf,7K66QN6UM23,SUP-9871
c5b41cd6-015f-45b2-a0e2-2b5019adfa7a,4DH3X44RG60,SUP-5990
d036fa7a-7c05-4529-90d2-4518eaba12ed,9EU9K95PG07,SUP-2437
2e130977-65b5-4da1-8b1e-62724bcd9904,5N28QX7XE19,SUP-8346
242db218-4b9a-473e-b8f1-836f473694dd,2PX5HE8RV32,SUP-5540
d3c90095-9c8b-4e98-9308-f7e9bbe90e66,8D61EW8VJ60,SUP-5189
564d2717-618b-471d-96a0-9f28c67a5f1f,7K27P15UC40,SUP-8346
86f9c465-8a6b-46dc-ba17-877d2260796d,3D78VD0UW70,SUP-8387
88013576-e038-4168-a461-152e9782e334,4EX0MU5PX82,SUP-2177
f016c898-3f97-4fbc-8ced-f2a54a9d70e7,8VJ8PX2KH93,SUP-9865
71e80f69-75ad-4d64-9b2b-f7479ec574ee,6J05DK5NE29,SUP-1508
f2b77737-24e2-4a7f-a878-4777b9393ce5,8T91R76RF07,SUP-9436
62bce5c1-daf3-4f5a-8000-5e299a13ecc7,7D27VR1JU52,SUP-8748
9340f681-2820-4c9c-b224-78a8e8557a52,1DC6MQ6EE31,SUP-3534
2b4e100e-25b4-443c-b161-bd369d1b3345,2H07HR3AN89,SUP-4951
b56d68cf-cd16-48a8-a219-f4e07f001f00,7J20TT6QQ76,SUP-4487
b2cd2eea-f80e-4b38-a895-54f69c21f3ac,2K54YF3QA01,SUP-8949
33c7c6f2-a6b6-448a-acd5-f8719bd6616b,5CY7M41EK82,SUP-1693
fb818460-9ab2-4bf0-9c73-34a88e516ac2,5CQ1KE2YU33,SUP-9871
0f196d4d-09ea-4406-9fde-fa44ffd1333f,3M83MY9QY56,SUP-9951
1ac151bc-3ec9-40ae-bca8-4479efb555f9,2CE0C12CN61,SUP-3534
91ccafad-0dba-4e0d-b83d-a0fad99c179f,6JV7M99CK28,SUP-0486
9510a62a-4198-4b8c-a397-4832a6601e94,8YK2FC0CD91,SUP-3257
d0535d25-c968-4759-931a-a757774dbba6,4CV3PF3AE33,SUP-8387
d8b3c675-43b8-4e5a-a03d-6b2e1b422276,4WA0YY7HX63,SUP-2177
600cfaf9-3c1d-4d4e-a796-1b36f9b6a40f,4Y66UU2MJ72,SUP-9871
026c5947-741e-498b-adec-dc8e566ada5e,3QF3FJ5EU94,SUP-7754
327eb203-2bf1-44e5-8d87-7584bc79a44a,2RM0NP9TK40,SUP-2926
1be13dab-3211-4415-9ca6-9344043d47ed,2H07HR3AN89,SUP-1693
098277c7-02ab-427d-be75-6cb47e72888f,9WF1N45DR56,SUP-8040
deb7affc-4f5e-42cc-bf9d-0eec60989f4c,3D78VD0UW70,SUP-0800
8735f41f-0d73-434e-ac8b-1e8d78ac8263,3J07HV4HJ69,SUP-8748
54acb9a9-a4eb-48b7-b03c-954a189012ce,7QT1T38CQ83,SUP-1901
afc6f666-7f08-4722-9881-0f154324423d,3XF7EK2MT27,SUP-0486
fb7de505-0d6d-44dc-859b-1ec9a63ae078,7V35PF7FA81,SUP-2437
8079048b-d797-4c52-90d4-05deecdb7c4c,3GF0QP5XQ14,SUP-9865
a30c3c6a-fbb3-452a-840b-af7d8f138c70,9EW2W90DW49,SUP-7754
7fc3a09a-8209-4d51-859c-5953bb9132c4,5Y55K16WV99,SUP-8040
3c83db63-80db-427a-b2ee-3896adab3ab5,5UG9GG9NU07,SUP-0486
2216bf4a-c386-4c23-92fd-2ae457b093cd,5W89AE4RK75,SUP-3773
07549c0e-4530-48bf-b2f1-3f012e0ef38f,3D28T37MH89,SUP-2926
88403e67-9c0a-4bd9-a393-9f792d0d92e8,8E78QJ1EX29,SUP-8346
038626fd-3143-4cfb-b044-2abab3dcd33f,7Q83EM8NH08,SUP-5189
0929360f-88ce-43cb-b61d-c2e5db59b1a8,2KD9EM9VW10,SUP-1554
288a4da6-1548-4e4d-acfc-d60b0d630109,8XR1X90AJ17,SUP-3954
fd007948-6651-485f-8ae4-6da6f1a4a84a,5M43E84KE58,SUP-0910
