transaction_id,transaction_date,transaction_status,transaction_method,order_id
b9543fdd-5efe-4332-b133-c2e522ad9f1c,3/18/2023,completed,PayPal,81951583-d686-4ca5-a9a2-d8c10da882b4
fecc4b6f-c8b9-4cb7-a8ad-9c9d14d5da09,7/3/2023,cancelled,PayPal,2c8a41c5-6add-41bb-8647-1769c1412cc5
eb5c5af8-e932-4b12-9673-918129ec3d84,10/27/2023,pending,Google Pay,b92e1be2-2bcb-4337-94dc-543a3e093836
804ca908-0941-4699-bea9-e0e044e12c21,5/7/2023,cancelled,PayPal,26a62c82-fed2-4355-b02a-79c86e22c1b2
f4168208-c084-42d5-a450-0e649003a29f,8/19/2023,failed,PayPal,66d892f7-dbbb-4bf2-bb72-80e8ff87839e
4856ef00-04b3-40a6-bb61-ed12f022f4fe,8/3/2023,failed,credit card,1d1d3cc4-296f-43b1-b6b1-1e497993316c
ec273e33-e09a-4142-94ec-d79e695f4be3,12/8/2023,completed,debit card,348cddc1-3e0b-4548-b768-0fb2b1c11b9d
4ce328e9-605f-4747-9130-4c38878b0346,6/29/2023,failed,credit card,0d368843-6b08-4f86-930c-2933a84c0abd
e407b717-a954-44be-af81-9fcb583e4c22,8/7/2023,in progress,PayPal,ae42722e-c55d-4820-b5bf-d9bef7035dab
99c90c19-2747-4059-88bf-28029e7c51be,7/31/2023,cancelled,Venmo,aab4a0e4-e48a-44e4-b520-e39e0e3e9cc5
ef81ac55-49ec-45bb-afbb-e952960b8a43,11/19/2023,cancelled,Google Pay,f205bc31-4ab5-4111-8e59-4739cfde8250
c6a872c0-a4fa-4c3b-a0e2-49822cd69c87,1/2/2024,cancelled,credit card,7095e625-6f2e-4a2f-a8fb-0d502e91390e
86353332-1a7d-4b17-8458-c535ff521d2c,7/1/2023,cancelled,debit card,1ae44764-f6e6-4755-b094-531442b5c7a9
a771517d-217c-40b6-9812-48f8c2defdfe,9/26/2023,pending,Google Pay,0aa7b3ef-b4c8-4045-a225-7e3e0bf2029b
2ee1ae49-b509-4de3-b50b-5c3b78953aa2,3/1/2023,failed,PayPal,9acf9bf9-9a80-40c6-97ec-8a22dd450c4a
99445c8a-48ed-4210-8106-382d639ca78c,3/1/2023,completed,debit card,6d49a3df-dc8f-411b-8f3b-df5dd179e661
8e92cbd2-ca5a-443d-aa74-916632c3fa3d,9/20/2023,in progress,Apple Pay,4ef465eb-f76d-4ebd-8815-1d5fd595a5c0
d42c49b2-d385-4268-84c7-e96136ae1326,7/15/2023,cancelled,debit card,e9575426-84fb-4dbe-83a3-edc889cc799f
936ae332-7024-46ca-95c5-d631c072af3b,11/3/2023,completed,Google Pay,5b1fb205-885f-45b3-91f7-ab1cbae96557
d925b5e8-ccff-4e56-95a3-bf63dd802360,4/15/2023,in progress,debit card,d60425cc-296d-47a5-869c-59041533f5a7
81353ea3-c2c4-43b7-aa04-72609af9136f,2/18/2024,pending,PayPal,e0985bff-af4e-4b0e-b5f2-c59a27b918c8
99d83a0b-a9af-40fa-9de5-e70e66ca12eb,7/16/2023,cancelled,Apple Pay,6371b0e0-25df-4241-9f1b-e526e961abd0
3a29d228-5c5b-44fb-b3c8-818ff7d2706c,3/23/2023,completed,Google Pay,f4e5c57e-cc54-4a3f-aea1-ada78700df0b
a600daea-e8c5-48ec-b7f1-46779d75a83d,2/5/2024,failed,Apple Pay,9a97f521-f1e6-45c7-9dc1-2700cbcd996c
05278402-ab7f-4f03-b4d6-d513c6be2fe6,10/31/2023,failed,Apple Pay,6c3ac051-9d6a-43e2-89d8-f98df4258976
c9065f9b-2e20-4018-a054-e87eaec18a4b,9/5/2023,pending,Apple Pay,5aa700dc-67c2-4b3f-a982-88c618ff5172
0dc6c92b-ef94-41a5-840a-6aef00f312ce,12/30/2023,completed,Venmo,03f2c521-f477-4212-9075-842321cd4269
4da41218-33ab-460f-b575-812b06ce34ce,7/26/2023,pending,debit card,4dd208be-b059-4356-a17e-92ce8a1bc1d4
42a9475a-3d13-4fa7-a051-1ce7b66ced2d,7/16/2023,pending,Venmo,7f4b9174-0981-4ec8-a923-73524b29e744
1f76815e-f309-41ae-8466-c2924891b3d5,11/7/2023,in progress,debit card,f104bf61-f61f-4bd8-8976-6f473b9fbbfc
b7aa677e-6e07-4696-aa46-d33948b83583,4/24/2023,in progress,PayPal,1050a94c-315c-4047-8c67-e3aab5571464
a6f7aa7d-735f-44cd-bdd4-51fa67ebb5cc,8/6/2023,in progress,credit card,3de0fafe-ca5d-4cef-a477-18aec15ea39b
e91b6d6c-8f8e-4c0f-8a35-601c19e65a2e,4/2/2023,cancelled,PayPal,cc960840-4372-4ea7-8718-ae25b3c292e7
f726e3aa-4f20-4469-aa33-b3573d358370,1/21/2024,failed,Venmo,0008d32f-dd4b-4c6b-a76d-40ef28cfb2db
fa29d5ab-a8dd-46bb-b219-09f6a93b70d2,8/4/2023,failed,Venmo,185835af-1551-4bdc-a759-588874cd197a
f6117079-55d2-41c8-9c1f-636dee4b5fcd,8/4/2023,cancelled,credit card,4a2c62b4-383f-4b18-af2e-f2f2e4a26827
6649259b-66c9-4be0-89fc-f97972af8358,8/20/2023,pending,debit card,99ed5a4b-205e-40fd-a84b-089ef63c0c38
e902500c-05dd-4a93-972f-3e369b00a15c,8/30/2023,pending,credit card,fe640da8-145a-4766-a519-f28b9a40f435
17aaa795-36f8-4f35-afb6-6f36ef68eff8,9/16/2023,completed,PayPal,03fe6505-7afa-4111-a2e0-10a18aa3cee9
010461cc-f0fa-4ffd-96e7-6486ee832af8,11/15/2023,pending,credit card,fb6a830e-bb43-4e7f-b702-f8c8606c1ba9
54253e2f-2365-456d-82a9-7e6cd70cf6be,3/9/2023,in progress,Venmo,99fe81e9-c604-4020-bf72-169556746a3c
e3491cf6-219e-47e8-9a4f-3b5f92d0e389,8/29/2023,cancelled,Apple Pay,d8b43aff-254e-4b4e-9264-f78ced378848
6c85445b-c403-444a-a225-6507f744cfce,6/18/2023,failed,Apple Pay,d52769f8-c9e0-4ad4-a2b6-b2e4e5d1e694
7c5f5c86-805d-43a9-a614-ebc78b1630a2,4/22/2023,in progress,PayPal,a218c2cf-7b3f-4c01-beb6-b80fbcfc5703
00e5b4e3-91f8-4178-8454-db1681222d2b,7/18/2023,completed,Venmo,58fee6a9-9c0c-454a-8f99-50f219d0a8da
30ae0b52-2d98-4816-9fe5-2e84e612559e,1/22/2024,cancelled,credit card,0a0bcf58-a8b8-4460-81aa-509e1883baa5
ff428871-99c6-4277-ba5c-67e671ee6e8f,9/6/2023,cancelled,debit card,ed20ebb6-4448-4c0d-8d10-6334945cf893
9ba777a1-a565-4f15-a0ee-cf669250f708,6/20/2023,cancelled,PayPal,d6d1c0ab-ff58-4568-98ac-10bf5b3a2d97
00d2c8f7-1acd-42e0-bf08-6411ece020f1,7/31/2023,failed,credit card,e4aeb305-bc08-44ed-9321-e7809788f924
99d64846-1799-4e3a-a151-8ecc1cf15d40,10/14/2023,completed,Google Pay,baaf5202-f41c-4b9a-a2b0-97a128b69cf4
253e5aea-8489-4375-9a36-a8dcd2057903,7/17/2023,pending,debit card,d2c7f3a1-222d-4589-8d0f-c6913ff7294f
95918ec9-0450-429a-a4ab-b4c8009df597,5/31/2023,pending,PayPal,833a2643-909d-4e8c-8144-b687b1eebde3
2fac2bd7-8e5b-44e6-9545-4ff739353260,11/15/2023,completed,Google Pay,74421dab-1f00-4191-bf59-72b16d2d5675
9d07ad59-222a-4ebf-a08f-c82c4ffbe618,6/17/2023,completed,Venmo,244463b8-c29c-4184-95cd-c671dfaa865b
97e1d223-9fe3-4fdc-8a3e-5497e6ec6ac5,10/12/2023,cancelled,Google Pay,43fdd78d-c617-4b03-bf31-56e3412b2f97
b2cacab5-1978-455f-9eab-31e4892a4e3e,10/25/2023,failed,PayPal,485589fc-2a72-45f9-91d1-c58be1f1e90b
d82394af-f532-427c-8ed1-3830d97029bb,10/13/2023,completed,Apple Pay,c061c5c6-c26c-4bfb-960a-fae375154018
56f30a42-5ef4-4f35-b331-56e3912e3ca4,2/14/2024,failed,PayPal,08422656-2679-4e75-acd3-8d01343e9699
92e9c452-626e-4b9a-a51a-436c8860c9c1,12/23/2023,failed,PayPal,7a03e686-1df4-44c9-a446-6f665a5205f6
fb8e2215-9c23-408b-a196-2d29c1b01b5b,3/25/2023,cancelled,Venmo,3c40b211-63b7-49f4-95ca-a8c23d442eaa
ad59e185-dd03-4a6f-a119-04b3f6792bce,11/1/2023,pending,PayPal,bb8e4fad-b3ec-41d1-88da-cb57724565e0
39ce6750-91e6-4519-9681-093c1c031dad,11/1/2023,in progress,debit card,9a3ebaab-484a-420f-8b7e-425775bc13bc
b213617c-45b2-46c9-be43-23d9994e62a6,12/9/2023,cancelled,debit card,619ff4e1-b6c0-4e4e-84a7-829d2d49c381
7f8c42e4-e039-4c24-848e-1a9f3228cc7a,3/10/2023,in progress,PayPal,f3be660a-ab06-411c-a9ef-1264c7e4f0b2
0a6198d4-b272-45de-97ea-d851e4821e38,12/4/2023,pending,Venmo,bdb1b20d-4015-4099-8078-849ddfd293ba
b8f49c13-e09e-4a21-ba7f-9ae3e1ae98f9,9/7/2023,cancelled,Venmo,99a1c3c1-9d14-48db-a624-b52ee0855c04
9d578cbd-5dc0-492f-a206-db334ad28b2c,11/20/2023,in progress,Venmo,14393f03-5008-4c2b-9e36-475c488c4a69
530edf54-0aaf-4acc-bc37-a858f025fe2d,7/2/2023,cancelled,Venmo,7ab83e90-e3f2-490e-9963-9a7cab53facc
23ec9f49-2cee-4e3d-84aa-251d8cc5133e,2/9/2024,in progress,Google Pay,ec4d8be6-94ee-429d-ae24-cd7730e512a0
e105fcce-f38c-4970-a182-78f88bf452d0,2/26/2024,completed,Google Pay,a6755acd-d779-41ed-a7b3-9d8d39ad31a1
70c7ac7d-cff5-402e-aaa3-7c1ff399152a,2/26/2024,failed,debit card,313fffcd-9e0d-4d03-9068-014a24f558d0
8040d4ce-8395-40e9-8ee6-bf83fc0229ff,6/7/2023,completed,Google Pay,68593fd0-6199-48e3-b6ae-02ef001eb064
9bf0183e-4f8e-451b-bd4e-b91a2468f344,6/7/2023,completed,Venmo,5e997801-9763-422c-b261-1ab21a191c8e
1d860396-2bec-4d5a-abca-5d3aea53953a,10/2/2023,in progress,Venmo,bf6d3ec3-1438-4cc6-af18-b46541179a94
761950dd-746b-4a97-b17c-b7bb869aa35e,8/12/2023,pending,credit card,37f6713d-6759-4943-b437-0e98b97ece48
309f9427-1c89-49ff-bb07-7668aadccf9d,7/16/2023,failed,Apple Pay,1d025796-7ca8-4b90-8437-dbe483a1eb5e
510fe474-e129-4400-96aa-f86fd6ef7b60,11/8/2023,in progress,Apple Pay,67abb575-461d-4eec-966f-edd60f29c4ac
36770abb-847c-4405-9cd7-5254c3a36fab,12/22/2023,cancelled,PayPal,16145ec9-9895-4681-b6d3-386d7bad5a90
ae31f3a4-92a6-4ca6-8d2f-09c20b7dcd83,7/18/2023,pending,credit card,b83fd048-80da-426e-89c7-cc5d77735b5d
b5efa76e-6dcf-4d30-8dc3-e86fab490f07,7/27/2023,pending,debit card,ab9d0a4e-55a2-414a-afdc-794fecffad48
d22c16f2-dbfd-40ba-b960-6fca2e915ff8,12/25/2023,pending,Google Pay,49104769-95de-4913-9c52-589360e07137
d3f09966-b46a-487b-9e04-73a424f05a6e,8/17/2023,pending,credit card,535b058a-8dda-4d2f-a2eb-562898920871
6e27100a-0596-41c2-a0d8-54e572d9f448,12/13/2023,in progress,Venmo,4398f5a0-6b04-470d-9718-ad8dda5be704
9da1f031-d464-4606-a3ee-d27c87c489b4,10/5/2023,pending,Apple Pay,31e36f56-ddb9-46b9-9063-b75a2f3921e3
96c0c27b-ed78-4ab8-8f36-e6304c28cefd,11/23/2023,cancelled,debit card,37cf60f4-ff7f-4e9a-8852-5531156a921f
9ab6b263-32dc-45d8-973c-814e4aa14c5d,6/5/2023,failed,Google Pay,36242c21-6183-45fa-b921-e0d8070d56d9
f19a9871-dc30-4a77-98b9-2d4eaab7b5dd,1/2/2024,pending,Apple Pay,c7edde2c-1172-4aff-bcbc-ec59c09e210f
98d24d6b-dcfe-4ff3-b314-7072f98e5028,10/31/2023,cancelled,Apple Pay,44680a38-34ce-4040-abb1-3f4d65b5ad44
8c1b9c11-dd58-401e-ad62-86da11f85b99,4/21/2023,pending,Venmo,9cd745f3-dcec-426a-95cb-35aa110924ca
bb388d02-3343-4edc-8607-00f4bd307a31,11/14/2023,cancelled,debit card,868c278d-db8f-4f25-96ed-97c9332170aa
cef19b25-adb4-4951-b536-2eaf506ad1f6,2/6/2024,cancelled,Venmo,56b5aea1-9a87-41ec-8838-34a530798cc8
2749e5f9-9401-4678-acb5-8146821d0b58,10/10/2023,in progress,Apple Pay,c025f12a-38a9-4df9-9311-bcf303d131d0
a3cc1232-79f1-4d7c-9a91-fa14d0bb3d08,9/20/2023,in progress,credit card,e11f1f58-7ded-4d57-b2ec-677fde0f716a
b92a5789-a5a7-4a6f-846e-e8f0a77d63aa,2/22/2024,completed,Apple Pay,5c1df8e4-687a-410b-b251-c86b776b1d28
84cd4653-4a68-424a-acff-972a85214d96,8/28/2023,completed,Google Pay,ec554b87-1d28-423e-8dd2-e6ce30c26258
3ec39c1e-4bdf-450a-99f4-b4a35aa393ca,11/11/2023,cancelled,PayPal,1c52bcbb-90b7-4f45-a063-396d95d0bdaa
a615bcfb-868d-4508-bedb-34be1f36322c,10/25/2023,in progress,debit card,5f9427ed-be7d-4230-ae74-7c73469c32d6
713aadd9-ef2c-40dd-84f6-ea03424fffe4,3/15/2023,in progress,debit card,83744549-b844-44d3-a594-e7df1cc94d03
3408abc2-b748-45c4-a777-18a970afac04,3/17/2023,cancelled,Apple Pay,efb16203-df1f-4cac-a181-ea948b906cf1
f7460320-4144-4548-9bc2-977e9ac410f1,11/14/2023,failed,PayPal,a027fa1d-7208-4a22-814a-d99b712e6ac4
1751709f-abbd-4432-bfef-832c62c17ef2,10/26/2023,in progress,Google Pay,9a0e8d84-6eab-413f-970d-4aae3b285933
1d98a6c2-2314-4cb0-8d50-f7ea658a328f,8/7/2023,in progress,Venmo,e8c2e8d8-b7d4-49de-ba46-c37ac2360129
5cbbef89-ce38-4c35-b070-053afdf4f27c,2/24/2024,in progress,credit card,eab60874-7ad3-4c65-ba98-4d0c5d606866
6e50f5ea-516b-4c29-96f7-55c858a139d0,11/21/2023,failed,PayPal,ca142707-0769-428e-8a9a-17bba174cf71
1c4fa5d3-013b-43b7-9ca5-19c47852a8e3,4/27/2023,failed,Google Pay,68cb2be9-a9cb-4d3d-92a7-daf60e5e8818
38bb97ad-5a4b-451a-8beb-69a5bfd6edec,8/22/2023,completed,Venmo,9fec3bef-7a0e-4310-873a-f4e1ff38f3bb
9da29c11-e878-401c-bf77-36536b82cb77,3/25/2023,completed,Apple Pay,544352bd-8ce5-4361-b24d-26dded62f946
243e7396-e552-40f5-9ab8-1fae6ef1b753,6/13/2023,in progress,Venmo,fdf2b6b5-f16f-4d6a-be45-2a08a139c10b
99ca0783-f94c-4353-857e-fb64c8dc646c,3/15/2023,pending,Google Pay,fa0a133d-cd13-46fb-b11a-4fe92471276c
0da4f92f-9557-425c-8399-e402250d5a0b,4/7/2023,completed,Apple Pay,9e32ba80-b7db-4bae-9bd8-ddd7215af845
7af72086-fdaa-449f-a27e-f819173d2618,1/20/2024,in progress,Google Pay,0b8f53d5-6909-481e-8045-c43e8adcd4eb
c9acc394-ef3a-4ce5-a0fb-9f126346ee27,12/4/2023,in progress,PayPal,57a88ebf-a649-4a62-8201-58b019261542
15989771-b1fa-40b0-987d-77e6375227ba,8/14/2023,completed,PayPal,497d39e0-bfc6-4e9a-a9c3-7c613f1c3ab4
fe55d8ca-5021-4d90-8945-130d5c42a86a,7/3/2023,cancelled,Venmo,06828466-5303-4513-bf7f-1ada5cc75af2
b192260c-d6b8-457b-bc3c-e0b044b2f947,9/11/2023,cancelled,credit card,144d4ded-5ccc-4116-a354-9d1f9db8d1e9
c62cacbb-9d47-48a5-8a66-7828ab882e6f,9/11/2023,in progress,credit card,a9cad87d-3780-45dc-9482-a00e21c51b76
30dc520a-5836-4d00-a924-95b4a8c867e5,5/15/2023,pending,debit card,dd5122d1-e328-40f3-9d35-5e4b2829bcf6
06f925ce-5fa9-4411-8249-db39a106c792,8/2/2023,in progress,Apple Pay,c17c68ce-26d7-43ef-9900-b2733aa876a1
e86b1028-861f-4c1c-80cf-4db525415a99,1/6/2024,failed,Apple Pay,1b75abcb-b85f-421e-8ac3-1c33324abc98
8bb60bb8-b2d8-45fa-bd58-d8cc300d1337,7/14/2023,failed,credit card,9b990dda-d23d-43bb-8963-44bd5eedcfec
ceb8e963-266e-41a0-8f68-a310432c0ee3,8/13/2023,cancelled,credit card,391013d6-1741-40fb-94af-7157e97a72c9
11fb6daf-fb18-4cb4-8f73-5f7999671a8b,7/20/2023,failed,Google Pay,d7f7f592-8a26-4f7d-97c2-f4e42838a032
d72e74b8-4c91-498b-bce7-249a6f04667f,3/16/2023,failed,Apple Pay,379ccf8e-cd3f-49cb-8275-4ccf15a181c3
87163624-24d2-4bf9-8578-cf2cebb2be1c,7/23/2023,pending,PayPal,a5224415-cbbd-45c9-b547-30575e9968ef
67abc897-dd96-474f-832b-fa676febb935,4/25/2023,cancelled,debit card,ef37ea43-6670-4572-a38a-f57b7165bb05
5cf2c34a-14ac-4561-b96d-1ddf8786f559,4/25/2023,in progress,Google Pay,96964336-0a6d-4567-ad5d-f3ed4ec90c9e
ff9447e7-1bb7-4fd1-9b0e-d08e2f310293,2/15/2024,failed,credit card,ba5badea-2a34-482a-841a-16e68ad1b3da
9c41c970-79d9-4d7d-941d-cb22734e853b,1/25/2024,cancelled,debit card,388f7fe2-2164-467b-b3ec-daadbc6dcb0f
f30a8e81-3a30-4db2-8d7e-5cf8af6b34b1,8/8/2023,completed,credit card,7226e876-549e-4207-a740-367389706d19
29e023ba-552f-4805-969b-b12ea1d7ffea,1/7/2024,pending,Google Pay,3d593659-6673-4b30-ae2c-888f83762bc9
d6bd575e-d7d6-4af1-b780-2dcff05c686b,1/5/2024,cancelled,PayPal,3afe78c6-c05a-442d-a130-90aa249f2480
fccacc06-c567-4f2d-ae31-f7fb6bb7684c,8/18/2023,failed,Venmo,c6a6bdd3-26d5-41f1-abed-6550415df61d
3f259e3d-596c-48e4-94fb-e3f81e5b3f9e,1/31/2024,failed,Google Pay,dbd1cf86-5f50-42b6-89f2-aebbeca0ea67
9a0580aa-ee06-4535-8705-5dbaea7f5977,3/11/2023,failed,Venmo,5e1d9818-ef8b-4b57-b19a-8b3e3c5d26ef
8d0d7a50-4f73-4d9c-a14f-a34c5b42aa14,6/22/2023,cancelled,Apple Pay,5d08089b-8c40-4141-910d-99ef66cb8853
c72d6e1e-d32b-4290-9b64-a4ae522afe31,5/12/2023,failed,credit card,f9fa40d5-1b6d-469b-ada1-16c3ee3fca14
daa6580f-0484-436f-b774-81ae26a7171a,10/13/2023,pending,Google Pay,62f043fc-0f47-45f9-8e46-d4a1a1628f09
5861fbec-bd91-4de4-914e-1ef1879a349a,3/12/2023,completed,credit card,5f617284-cb7d-48ad-90ae-3db511ae2d2f
80db8010-7ddb-4c7d-bff6-32d3d930fbe3,4/1/2023,completed,Venmo,dcb764de-9246-4585-a24f-97853f713338
d40b94e6-efff-4c99-ae3b-96d0d55f6d9e,12/29/2023,failed,PayPal,6fb153fa-3818-4980-a47c-e4f293a86cef
7eabac81-b488-4f7f-bba2-10eb2a5b38f8,9/23/2023,in progress,credit card,4dc5ba31-5184-4738-b02e-484960fa98cb
