product_id,product_name,brand_name,category_id,color,unit_price,size,product_description
2DR2EG5UW48, Freestyle Snowboard,Star,36629207-1, Blue,126.96,Free,
1V11GK0UX94, Snowboard,FlexWind,36629207-1, Gray,324.59,Free,
8PX4QP8MV74,Professional snowboard,FlexWind,36629207-1, Purple,549.53,S,
4CW9P81HV60, Kids' Snowboard,FlexWind,36629207-1, Green,600.05,M,
5QM6RD9XU64, Performance Ski Boots,FlexWind,36629207-1, Multicolor,569.31,L,
7JA5P84ND56, Adjustable Ski Boots,FlexWind,36629207-1, Black,495.29,XL,
8Q22KX7UU10, Insulated Ski Boots,FlexWind,36629207-1, Red,82.89,2XL,
6GN1GW1FX19, Lightweight Ski Boots,FlexWind,36629207-1, Black,186.34,S,
8RE1K18JD08, Beginner Skateboard,FlexWind,36629207-1, Yellow,371.27,M,
5VT2YQ3RW71, Cruiser Skateboard,FlexWind,36629207-1, Brown,206.52,L,
7J63WR3AN21, Professional Skateboard,FlexWind,36629207-1, Black,91.27,XL,
5YW3PY7VC24, Kids' Skateboard,PowerStrike,36629207-1, Gray,498.15,S,
5UG9GG9NU07, Customized Rowing Machine,PowerStrike,36629207-1, Blue,62.75,M,
5F59E61AF25, Magnetic Rowing Machine,PowerStrike,36629207-1, White,574.94,L,
2AT5AF6MJ62, Compact Rowing Machine,Star,36629207-1, Black,172.02,M,
3XF7EK2MT27, Portable Rowing Machine,Star,36629207-1, Gray,642.66,L,
8WK6E16EY82, High-Resistance Resistance Band,PowerPush,36629207-1, Gray,487.01,Free,
5F99RY9HY69, Fabric Resistance Band,ProBalance,36629207-1, Red,494.15,Free,
2H87T36CA52, Latex-Free Resistance Band,ProFit,36629207-1, Yellow,248.29,Free,
9WW8JK6QF24, Colorful Resistance Band,TurboTread,36629207-1, Black,68.35,Free,
7EF6FU7VJ35, Heavy-Duty Resistance Band,PowerPulse,36629207-1, Blue,27.32,Free,
2UR4N47PD56, Premium Punching Bag,PowerPush,36629207-1, Gray,639.59,Free,
1GX1A73FQ76, Hanging Punching Bag,NewTech,36629207-1, Purple,367.27,Free,
9DU2V51EQ86, Speed Punching Bag,Turbo,36629207-1, Red,188.36,Free,
6P44DR8ED03, Leather Punching Bag,PowerPulse,36629207-1, White,438.92,M,
6QM7E33MW15, Adjustable Lifting Strap,PowerPulse,36629207-1, Gray,303.19,L,
4JY1FV4MH33, Padded Lifting Strap,SpinTech,36629207-1, Black,459.75,Free,
8G25TE3XJ33, Heavy-Duty Lifting Strap,MountainTop,36629207-1, Blue,172.78,M,
2RX1U41JG45, Nylon Lifting Strap,MountainTop,36629207-1, White,170.54,L,
6Q90RW1KA97, Adjustable Jump Rope,PowerStrike,36629207-1, Green,464.01,Free,
6DJ8NH2PJ47, Speed Jump Rope,MountainTop,36629207-1, Black,507.77,S,
2PD9JG3XJ36, Weighted Jump Rope,ProStep,36629207-1, Blue,577.63,M,
4EX0MU5PX82, Tangle-Free Jump Rope,PowerPulse,36629207-1, Red,230.58,S,
4K02WH5RU84, Reflective Jump Rope,PowerPulse,36629207-1, Black,252.83,M,
7TR0XX9GT74, Wireless Heart Rate Monitor,PowerStrike,36629207-1, Orange,636.72,M,
8YK2FC0CD91, Waterproof Heart Rate Monitor,PowerStrike,36629207-1, Yellow,646.68,L,
5CU0YK2UU75, Bluetooth Heart Rate Monitor,Sunshine,36629207-1, Green,258.34,Free,
3QQ8M38RX06, Wrist Heart Rate Monitor,MountainTop,36629207-1, Blue,111.38,Free,
4H53TK9DW63, Chest Strap Heart Rate Monitor,StrikeForce,36629207-1, Black,41.19,Free,
6C77Y64AG94,Gymnastics Chalk,TurboTread,36629207-1, Gray,470.99,Free,
1GD3CH0TC85, Indoor Exercise Bike,PowerPush,36629207-1, Red,101.73,Free,
6P94HV2EM94, Magnetic Exercise Bike,Star,36629207-1, Blue,509.5,Free,
7V67UG4AX61, Folding Exercise Bike,ProFit,36629207-1, Green,486.15,S,
1FU3M00TU09, Upright Exercise Bike,Sunshine,36629207-1, Black,533.29,S,
5GG1EF1AH54, Recumbent Exercise Bike,PowerPush,36629207-1, Red,557.06,S,
7RG3QU4CJ09, Adjustable Cycling Helmet,ProFit,36629207-1, Brown,305.66,M,
1D54NM0XV43, Lightweight Cycling Helmet,Sunshine,36629207-1, Blue,258.57,M,
7CM6DA8KX99, Protective Cycling Helmet,PowerPush,36629207-1, Yellow,425.5,M,
8CJ0WK8RD77, Reflective Cycling Helmet,MountainTop,36629207-1, Orange,266.95,S,
5WU1TT1DU55, Dynamic Climbing Rope,ProFit,36629207-1, Brown,128.78,Free,
2RQ9YD0TQ47, Static Climbing Rope,MountainTop,36629207-1, Black,151.44,M,
3HC1UK5UQ23, Lightweight Climbing Rope,MountainTop,36629207-1, Blue,142.02,S,
4FX4GD7UA53, Durable Climbing Rope,MountainTop,36629207-1, Gray,90.01,M,
2TN6HQ7MQ38, Flexible Climbing Harness,MountainTop,36629207-1, Brown,594.1,L,
2Y16P80JX37, Padded Climbing Harness,ProFit,36629207-1, Blue,418.51,S,
9V81JJ4PG15, Adjustable Climbing Harness,ProFit,36629207-1, Purple,327.35,M,
6Y35E83PK59, Lightweight Climbing Harness,ProFit,36629207-1, Green,1042.35,S,
4Y66UU2MJ72, Breathable Climbing Harness,ProFit,36629207-1, Black,412.79,M,
6C84UT4PC91, Professional Climbing Harness,TurboTread,36629207-1, Blue,1097.77,S,
4UD0GJ2CP77, Premium Boxing Gloves,TurboTread,36629207-1, Black,1080.16,M,
1TD4HH9DT66, Leather Boxing Gloves,SpinTech,36629207-1, Blue,378.68,S,
2CJ6H16UT32, Training Boxing Gloves,SpinTech,36629207-1, Brown,286.74,M,
7DC4ET5JM87, Kids' Boxing Gloves,PowerStrike,36629207-1, Red,87.79,Free,
5RQ1Y86EW30, Indoor Basketball,Sunshine,36629207-1,Default,412.41,Free,
1H18QN5AK06, Outdoor Basketball,ProFit,36629207-1,Default,301.27,Free,
7D19XV1TU69, Street Basketball,PowerGlide,36629207-1,Default,31.83,Free,
5JT8J45UF98, Training Basketball,Yell,36629207-1,Default,121.87,Free,
4Q36JR6RW17, Premium Balance Board,ProBalance,36629207-1, Green,553.98,S,
1YH1UJ9DR63, Wooden Balance Board,ProBalance,36629207-1, Black,57.27,M,
1XA0EW8UP80, Wobble Balance Board,ProBalance,36629207-1, Blue,288.94,L,
6RM4WH5GK44, Yoga Balance Board,ProBalance,36629207-1, Black,489.34,XL,
7VY2N40KH94, Exercise Balance Board,AeroFlex,36629207-1, Red,273.7,S,
6YH2A59PE77, Adjustable Dumbbells,AeroFlex,36629207-1, Green,144.22,M,
2EK7DM1HX90, Neoprene Dumbbells,AeroFlex,36629207-1, Black,632.63,L,
2CE0C12CN61, Rubber-Coated Dumbbells,Sunshine,36629207-1, Blue,227.53,S,
1UN3QY8FW91, Hexagonal Dumbbells,Sunshine,36629207-1, Black,200.01,M,
7KN6VV9CC93,Refreshing Body Lotion, Vevo,13691833-1,Default,53.76,M,
3A82FJ6AX42,Nourishing Body Lotion, Enchant¨¦,13691833-1,Default,129.75,L,
8KA0AH7TX82,Hydrating Body Lotion, Seraphina,13691833-1,Default,186.21,L,
3K49CK5RR81,Soothing Body Lotion, Amara,13691833-1,Default,88.05,M,
8NE5X18FU50,Revitalizing Facial Serum, BellaNova,13691833-1,Default,68.68,L,
4VG8GT2RW98,Rejuvenating Facial Serum, Lumina,13691833-1,Default,185.47,L,
1PV1YY8VP72,Illuminating Facial Serum, RadiantGlow,13691833-1,Default,33.99,L,
1QV1HG8DJ12,Brightening Facial Serum, OpalAura,13691833-1,Default,220.34,L,
1WM1JK8UM13,Moisturizing Facial Serum, BellaNova,13691833-1,Default,133.34,S,
9K66DJ1QE01,Age-Defying Facial Serum, Seraphina,13691833-1,Default,114.05,S,
9DE8F03CM88,Anti-Aging Facial Serum, Vevo,13691833-1,Default,182.09,S,
9A66H64FA64,Gentle Hair Clips, RadiantGlow,13691833-1,Default,21.79,Free,
5DV7HW6YJ77,Stylish Hair Clips, Amara,13691833-1,Default,155.86,Free,
5Y57Q10JK69,Trendy Hair Clips, Lumina,13691833-1,Default,118.34,Free,
2M34A72VX76,Fashionable Hair Clips, OpalAura,13691833-1,Default,214.17,Free,
6GX5N08EG75,Colorful Hair Cluster, Enchant¨¦,13691833-1,Default,31.63,Free,
9TT6V86CX90,Decorative Hair Cluster, Lumina,13691833-1,Default,54.04,Free,
7AA8AU5JW27,Adorable Hair Conditioner, OpalAura,13691833-1,Default,55.64,L,
4JQ7UD8WH52,Silky Hair Conditioner, Seraphina,13691833-1,Default,64.9,L,
7TK9HX8JK43,Invigorating Hair Conditioner, BellaNova,13691833-1,Default,10.9,L,
6KP8W20GD67,Nourishing Hair Conditioner, Vevo,13691833-1,Default,88.14,M,
8J15AG0YG79,Refreshing Hair Conditioner, RadiantGlow,13691833-1,Default,22.31,M,
3HA9HX7DX66,Restorative Hair Conditioner, Lumina,13691833-1,Default,168.2,M,
6QN4GQ6KE56,Hydrating Hair Conditioner, Amara,13691833-1,Default,46.35,S,
9M53FT3UQ16,Revitalizing Hydrating Mask, OpalAura,13691833-1,Default,143.2,S,
7R17Y59UN27,Soothing Hydrating Mask, Enchant¨¦,13691833-1,Default,125.25,Free,
