review_id,product_id,customer_id,ratings,reviews
f395cd8d-d8ac-4bc8-ac43-ebdc1ec49ca1,7RW2A10JX29,01HQP4D1857T41245CK7BES2YY,4,No comment
f34a538f-14fb-415a-9687-2cff2a753bcb,7PP1PK4XV31,01HQP4CZS0YZ480ZCZ69S40N3M,1,No comment
f312fd00-faa4-4d21-bf0c-0578c4f06fde,3VM2GE3WC43,01HQP4D507VJM0BBS21WNH8CWP,5,No comment
f2ff31ce-752b-4c7d-b2b6-a64b05660d5f,3GT3AC1WP29,01HQP4D4GBBZX3581MZFE7F40T,5," Delighted with this purchase, perfect product"
f2f614a4-e638-46fd-a098-4020db55dd51,4JP5V57ET01,01HQP4D61AYFF0E0YAQJ19H9PT,3," It's passable, but there are definitely superior options out there"
f2dc01c6-5141-4aae-a642-5781d0e1b7f8,2H67N17AT32,01HQP4D5Z1N2SFXHV73GQDBEMY,4, It's a solid product that does what it's supposed to
f2b9a720-6dc7-40af-948d-25d70aa6e85f,6DW3RE3CE16,01HQP4D6E7X8S4GHCNPPZTXK1X,1," The product was difficult to assemble, instructions were unclear"
f2676610-8ba7-4aa2-8ec5-2cefcc10a296,4M59XQ5DU67,01HQP4D6EC6BF6ZMF6H63VC3ZT,1," Received an expired product, completely unacceptable"
f247b75a-afb1-4642-acb3-d1fc78a17b5b,4HJ1DE9EK10,01HQP4D354PFNBRQJ4A5BMHDWE,4," Excellent product, would definitely buy again"
f22743fa-9f72-4584-8760-5533726e97e6,9K34PC0NC17,01HQP4D51NB5A44BPCS6Q0JCKM,5," Outstanding quality, couldn't be happier"
f19386df-f971-4ac4-8326-305bec6e51ad,5DG6D43EM04,01HQP4D5EVX5V25NRNCEJD64E6,3," It's adequate for basic needs, but there are some drawbacks"
f170966f-26c8-42c7-b76f-5f62289a725b,5TX7VU3CM57,01HQP4D60762591X0BZ0V1KNRF,5," Flawless product, exceeded expectations"
f1014579-2f37-4ad3-af43-71be62f1c4ef,6AN2GM2DX90,01HQP4D4ND5DGQ95P9ZYWKAYPH,4," The product exceeded my expectations, especially for the price"
f0c30555-1cc6-4ea2-89cd-08e556657343,1RP0UW9ME24,01HQP4D18G4Q6MQEE014TC897P,1," Customer reviews were misleading, not accurate at all"
f0bac482-dd85-434c-9be6-3d0b27d9304b,6F57QG3UE10,01HQP4D30J8Y77QHCS0T75T450,4, I've had a positive experience with this product overall
f0905e4b-13f7-48ee-bc73-2fd20082af56,6QU8VU1CF31,01HQP4D6DCHPDRG10DJF3PPYC3,5," Perfect product, couldn't ask for more"
f03fe617-73bc-4188-a2e8-b24d67a5f791,5GP5W38YW94,01HQP4D59PPKPF30MRJRZMEXVX,5," Flawless product, couldn't be happier"
f0217915-5d0e-4c51-b4c7-f11097bcd1a4,6G84F73QC32,01HQP4D6GJ4TC98G6ZQYSDF3S2,3," It's satisfactory, but there are some areas that could be improved"
f0060d9b-b1ec-4885-84e1-aff208cdd49e,3KW8Y90EX13,01HQP4D2W4ASKT45D3ASGG4B4N,5,No comment
efefe5d0-7b0b-422c-9f47-c10961c97cbb,1EU8KF6NU80,01HQP4D505V35X2K0GQYQHT4EC,5," Outstanding product, highly recommend"
ef9db92e-ff75-4dea-8857-61d16d975897,8PE2M70GJ06,01HQP4D6JQ1P4ZBB439CHS05X1,4, I'm happy with the quality and performance of the product
ef9b4da2-b093-4ce0-9af0-8c6e8364fd43,2A09F31PV59,01HQP4D6E7GESWDFMJ67XPM2S0,3," It's average quality, nothing to write home about"
ef1b8a16-2ea7-413c-af90-7dd590caf554,7TX2D12RE32,01HQP4D60635Q1SRYKM4ER7QT3,5," Flawless product, highly impressed"
ef16b5a9-00d3-4a98-80f9-b3a482e09b80,4UQ6FC8RN11,01HQP4D6F1FXNC74SFQQ7ZGQ9D,3," It's okay for everyday use, but don't expect anything special"
ef062ec9-e693-43f4-a7d9-a7f1e8d3ebdf,8U55U70XP79,01HQP4D4MG9BTDRBZJXPMMCKZR,5," Thrilled with the quality, 5 stars all the way"
eed1f4dd-1a7e-4536-951a-aa08109ac188,6U92H20AG00,01HQP4D59SV74AKEW69M6MAY9T,5,No comment
eeb537bc-6997-4df0-ba4d-ebb880905c2e,1G66FK9PW28,01HQP4D5D66ESPVW9BKP9BQ0G4,5,No comment
eeb24d83-e9cf-4de0-b391-65e0fe6d61c1,4J84R17QV51,01HQP4D1B27FPFZV8AC20YY2DV,5,No comment
eea5731b-380a-4f96-aa1d-1959fa22b13c,4Q73TC2KC48,01HQP4D59V5WSQ0CBCW5FQTAXN,3," It's adequate, but not outstanding in any way"
ee452e5c-3d36-47c7-837c-0295331b0a2d,8N71AF3UG35,01HQP4D2TGNHS6GGJ9SWN2YKAN,4," Overall, a great purchase that I'm happy with"
ee3fff53-7ec2-4370-9c6b-8860e9c1324e,4MD8AN7UW20,01HQP4D50QG393SJ2G5PPTFBN8,5,No comment
ee208497-deca-44fa-8d03-7bf32797d1f7,9XP3QJ2CR90,01HQP4D53XJJF91082R462FZ28,4," I've recommended this product to friends and family, it's been great"
eddfaad3-4678-410b-9658-5e7ea794e557,9EP3KV1UX48,01HQP4D6DDD2NN7RS5DCFS4397,4, It's a great investment that has been worth every penny
ed68f505-44f3-411b-818f-651dd483d569,8DX1UV7EQ68,01HQP4D6BQ5VKEMM333NM5X9RY,3,No comment
ed01f2de-827f-4a4a-a1f8-659930d30d84,2HA4TF5KT92,01HQP4D03V9N1KNQ0EX5EVY094,1, The product was missing key components
ecda1f5e-7659-4624-9a45-e5fb067d0860,6CD0D67HH31,01HQP4D5EF52WAF59QRT5WZ46J,5,No comment
ec73be8c-e60a-4358-af48-2a9d5c9296e9,1J49GE6VC04,01HQP4D4S77NBW0SBN4FRP51RH,3,No comment
ec62a96d-b930-4460-a2b0-b2ad34867a22,9M81JN3EM37,01HQP4D5B1EHGQWQ2JWJF5GG2C,4, It's a practical product that has made my life easier
ec1519ae-7ffa-4b85-9062-bb5dd413787d,2JD8MP8KK14,01HQP4D50AY6YE362S7XP8GH76,4," It's a great value for the price, highly recommend"
ec06c1d2-9d6f-4b8b-9d3b-f01debb6f763,5QM8R73DK20,01HQP4D50X4YVYN2NPWPBZT43B,5," Remarkable product, 5 stars all the way"
ebfccaa1-e3d3-4c80-a1b5-f25c1f224f94,2VY1WG1QG42,01HQP4D5ZB1JQZVMTC5VEC6G69,3," It's passable, but there are definitely nicer options out there"
ebefc518-e78c-4814-b6fd-ec40a089e20e,4YF8E34QW94,01HQP4D50T1S2DY5B4FSGSW4C9,5," Exceptional product, highly recommend"
ebe416a0-563d-4b1e-a03d-089d33981b5c,5GK1Q53WG54,01HQP4D4WBFHB5AW91SPZK8KB6,5," Impressed beyond words, highly recommend"
eae86a8e-0878-4152-ab7e-6a247917e154,1GF3TY8EE73,01HQP4D4NGWCETR1RWR1VXM529,2, The product was missing key features advertised
ea622353-4869-49dc-b97a-a166bcaf864b,9H73JC9XH15,01HQP4D5BJ808N1ABGNG9SBZET,5," Couldn't be happier with this purchase, outstanding quality"
e9cf7213-1a9f-4dfc-a740-2af498c10cb5,7UV9FW1MH51,01HQP4D502C9CJ3MA0Y1VV4DJ5,4, I've been using this product for a while now and it's held up well
e96c09bc-8efa-45c7-8258-c2c3676303fa,2C71W84JQ99,01HQP4D4HNTQPFTPF3WCE24R8M,5," Outstanding value for the price, 5 stars"
e9328953-db3e-471c-9a2b-db82052a5726,1FN3C75JU99,01HQP4D5ZHHBZWNKX2KHPP9F1B,1, Received a damaged product and couldn't get a refund
e9136312-7a97-4f92-ba36-825b13f954a0,3FE5E06JA65,01HQP4D6F1FXNC74SFQQ7ZGQ9D,3,No comment
e8c95553-690c-4dfd-9461-c0dd7cb2782d,3CT0TD6MJ43,01HQP4D1B6YJ7VAT3ZPMK8DM7M,4,No comment
e8adbde6-f4e1-4517-bf31-6665ef35e9af,6F45PW9NR03,01HQP4D02P85425K87XDJVC73K,5," Flawless product, highly impressed"
e87a3bf1-79da-4f8b-91b5-9b1a26e33621,2FU6XR6AN38,01HQP4D486RZVY7XB4DDHB74BP,2," The product had a strange chemical taste, couldn't use it as intended"
e8755460-e1ce-4e0e-944a-c4bcce8af7fa,4DH1G67RH30,01HQP4D6KWAFXXZ9KW80KADWNW,5," Remarkable product, 5 stars all the way"
e849a7d1-af60-4288-9552-eedf5ac93f8d,1D38QA0TC15,01HQP4D50T1S2DY5B4FSGSW4C9,4,No comment
e7c553cb-829c-49c7-8bfb-360dd781de7c,1QJ7HE2FN41,01HQP4D4890K3CWQW2JSP46DSQ,2, The product's advertised speed/performance was significantly slower than expected
e6b3e57f-e8e5-4177-be8b-7f5738c40fc2,9KH8Q97GC46,01HQP4CZRS75B4X3F0N7VTQKPT,5,No comment
e64cd14b-c122-4814-8ae2-06778167d9a1,3N81A40MG65,01HQP4D305QEEW2KGFSNPEQZSY,4, I'm happy with the purchase and would buy again
e6318c97-6d03-470b-888f-30a6b6ba4a4c,4KF3TG7CU56,01HQP4D4HF94ZF20WV9BYR8Q76,5," Phenomenal quality, couldn't be happier"
e60ca96f-db29-463b-8aa4-f3a36e51693b,4WR8C81VY42,01HQP4D5BD6JG72TSRRDYQ5ZZN,5," Outstanding quality, exceeded expectations"
e5dc0627-6117-4709-8bd4-3f7f4e45af59,4C01HM9NY77,01HQP4D5ZWXV7A39CPMGNE9KA7,2, The product was flimsy and didn't hold up well
e5cc8065-6afa-4faa-a566-c3f1cc44fab8,6G84F73QC32,01HQP4D6G97HT7QDVZRK448ZVS,5," Phenomenal quality, highly satisfied"
e5aae210-a2d4-40e9-8fdb-1ab3d531720b,4JW8WY9VX25,01HQP4D17S2AAXBZHWM1WGYR23,1," The product was a knock-off, not authentic"
e560eeb3-cc68-4f10-a875-6a9b9948594d,1T16DR7HH37,01HQP4D5APNZYFP95MH9J9FZ3G,4, I've been using this product daily and it's held up well
e54cbc4f-de67-43ee-9ef7-cddfbf3b06e7,8AK5W15MU34,01HQP4D6EY8KQN0752H4ECNKNP,3," It's alright, but there are definitely better options out there"
e5493791-5e08-49c4-b96d-c6d465503816,8R36ED1GY20,01HQP4D40MNYJNVB84QQY9A4HX,5,No comment
e53ff3a4-83dc-4ecf-8328-eafe50c8fd0d,2ME9T12TN91,01HQP4D17VG4JJKNS21MWF59G7,1," Poor quality control, product had defects"
e4fd0dbc-6a15-4648-b9da-d8c80f7811d1,9UX1D98JC28,01HQP4D79ARNP1W1QR0TD9TZB5,5," Perfect in every way, highly recommend"
e4ea26b5-17f1-4ffb-97a3-cf519638eb4a,2E76KY2RJ59,01HQP4D47QFY2QSX1D38BCPZ88,5," Perfect in every way, couldn't be happier"
e4b015e7-b2b9-40e1-890d-2814718ad04a,3A17JE0DA77,01HQP4D4N6YSZBB39DD8596DDA,1, The product arrived damaged and poorly packaged
e49fea0c-c7ce-44d1-a155-8b07ff544c76,7MM8K87MC12,01HQP4D5A4Y9E0QM299PHEAZC3,3," It's satisfactory, but there's room for improvement"
e471e206-c943-42df-9a82-96a5487011e3,3F97EW1RA05,01HQP4D496M29G2D9YQ3TF6EYX,1, The product had a strange chemical odor
e46b2996-80d2-4148-ab3d-4bb0871de3d0,5XH8RC0YD89,01HQP4D5CV9TK9EAEA2R0J96PW,4, I'm impressed with how well this product has held up over time
e4554e80-6742-42a1-992c-e46a6504198b,9MV8V09TA96,01HQP4D601CHWPYBVWCTR21B79,4,No comment
e3fc9a9e-a0bf-4cd1-b9ec-f42c7989948b,7YU2CU8CK24,01HQP4D53T6ZRWE252GCPB411Q,5,No comment
e3da2b00-108c-48b4-ab5f-f452eb56e629,7CC2A19HM05,01HQP4D6D9Z8ACF5BEBWSJCGB7,5," Delighted with this purchase, perfect product"
e34dd1fb-10e5-4175-b3b3-73c9781a34d5,6EV4GK9FG11,01HQP4D59Z10BYY3VQM5VKZVNG,4, This product has been a great addition to my daily routine
e3140d9a-fafa-4a21-a485-9caff3bb8d99,1NY7K25TJ35,01HQP4D4THWKCB92P4E9QFR5DG,5," Flawless product, highly satisfied"
e2be393a-c008-40c6-b34f-ea615e20327e,2M87VQ7RU87,01HQP4D7A39P0P1D5XK0QKDJYZ,5," Outstanding product, highly impressed"
e2541a97-f70c-4207-993d-e3ed98ef5ea4,7RN8AD3TC18,01HQP4D5ERAV5XNSWZZ4N5KD3P,3," It's decent quality, but there are better options available"
e24b437c-78ac-410c-92cd-e706004d9d1f,7N13TG8TK38,01HQP4D1CEZHMWNFS39E71ZBXD,4, It's a reliable product that hasn't disappointed me
e1c6d5af-8fbd-4b4e-bf89-98ba08db93d9,8Q75CP3YD03,01HQP4D46VN2WPVRE7WMN4WZCR,5,No comment
e1949d79-a135-4c04-a085-f058938a2833,5QM8R73DK20,01HQP4D6DZQK5ZYGZ9WQ8T01VH,4, The product is exactly as described and works perfectly
e16bb597-5f35-4f22-9c92-e58e62652bbf,7F84K22DW86,01HQP4D6D292A79B1QPQWD9Y19,4, The product is well-made and feels durable
e0e23250-445c-488b-bfc5-7650c3c212b2,2C11YY1MV09,01HQP4D51NB5A44BPCS6Q0JCKM,4, Very impressed with the customer service and support
e068a946-917e-4482-8091-d1cf93de6510,2QE7VT1AG92,01HQP4D4M7HZVV7KW8WVVY0JJZ,4," Very satisfied with this product, it's been a great investment"
e043e47e-73e0-4135-b326-c67c2ba6b132,5K83EK9WC34,01HQP4D6KSDS578MN2SP5MFB2C,1," The product was over-hyped, didn't live up to expectations"
e024528c-e62e-4206-8bc4-8e791e342770,6CD0D67HH31,01HQP4D54X29J00GVKTFMTQWK9,4," Very happy with the purchase, it's been a great addition to my routine"
dfa12508-2d33-49bc-9a45-5bc99cbdf2a3,7E63R35QM19,01HQP4D6B8SJMQ2NYKKRKHCQ0W,5," Exceeded all expectations, flawless product"
df31bce9-f577-4ea0-b3f0-99883f503ed4,3GG9HC9RX69,01HQP4D59MPXE11H1K0E9GXYDN,4, I'm impressed with how well this product has held up over time
defd9393-55df-4444-a540-a6b092a539d7,8K66J12MH94,01HQP4D6EY8KQN0752H4ECNKNP,4," This product has made my life so much easier, I'm grateful for it"
ded9c846-dc65-4f01-9d42-27031a06344c,9P28TH4ND00,01HQP4D5ZXGAKZX2BPXF0YV8VE,5,No comment
de8483b3-2089-4839-89fc-3bc2b602537e,9RN1FX8YQ02,01HQP4D4VZM5840N01SRATT8Q1,3,No comment
dcfa28ee-1db6-45cd-8a68-fe6462829eb9,8DM1GT6TC69,01HQP4D5Z9VMY5Q6VZFTFJFT7M,4," This product has exceeded my expectations, very satisfied"
dcc80bd6-f902-42be-8b28-7ac450b880a4,5GM1CG6PV44,01HQP4D798WSB8VNPPPHYSPHYY,4,No comment
dc6adb5b-c105-4182-8845-9dddfccc8431,6DW3RE3CE16,01HQP4D03RR82620MBV2S8ABFF,5," Flawless product, highly satisfied"
dc661cf2-0779-41e7-92ce-f51d9f54eb0a,9T55W41TR50,01HQP4CZTDY0XFPV2F9Z3SRH2E,4, I've been using this product for a while now and it's held up well
dc3bbedf-b424-4fe1-8cd0-cc9dd90ec1d1,5TV8NQ1EC89,01HQP4D5BXW9BBGA3JM7A6XFND,5," Couldn't be happier with this purchase, 5 stars"
dc33ca9a-17ab-4ba8-b647-00db52ce0955,8HU3R80EV57,01HQP4D6MR8QKN37ND0CSF3XSB,5," Couldn't be happier with this purchase, outstanding quality"
db88c45a-9e38-4d1c-b63c-a2bde5827f7e,9E45KD5JE22,01HQP4D18JDFTBNDDRC0H6ZT1P,4,No comment
db7d94aa-23fd-4caf-b540-44efef3f4380,5XD6KW3CR36,01HQP4D5AM61PXPXZJT7GC0MTC,5,No comment
db72f944-cfca-48eb-9452-781ac962fccb,7P71V08JQ73,01HQP4CZSS4YM9NTD1VEAA7N5W,5," Perfect in every way, couldn't be happier"
db15dc39-bb80-474c-888b-254de253c910,7JQ2EA1WR13,01HQP4D6E2166HAB08DPAD9J8F,5,No comment
daf70ed6-7c6d-4b87-adf1-45ee939be765,8N71AF3UG35,01HQP4D4NRDW1PXB9ECGZG0DVD,4," It's a great value for the price, highly recommend"
da7b5c98-cffc-44ef-8bca-3f8f58f7fe60,1AX3P56EY42,01HQP4CZTBCJ4YRSHQPSGNPQCT,4, It's a versatile product that has been very useful to me
da6ee3be-ce22-4229-9e18-d28b1ec2bd77,1NC8NH2TQ09,01HQP4D32FZ0Z3BCFN748MKM8A,3,No comment
da1315e5-94d1-4231-8658-1d40222123a7,8YE7V94PM20,01HQP4CZS4CJQBWAMSZ0FKV135,3," It's passable, but I expected more for the price"
d9fbe598-44e8-4809-a1b8-3f5e4b14978c,9YU0VT1FT97,01HQP4D6E2166HAB08DPAD9J8F,4,No comment
d9eb2385-e456-478c-b296-452d5587eb67,6AN2GM2DX90,01HQP4D506P3M3SH8Z89NSVCY8,4,No comment
d97789e5-c409-4f3a-8d52-b959dda92ef5,6F16GF3VK97,01HQP4D48BAGJW8D5AB6BT9JX4,4, It's a solid product that does exactly what it's supposed to
d94da21d-42ff-4dce-917e-c50acfbc14f1,5N83FT3UF66,01HQP4D54HF1N8MK7MHKFJ11NV,5," Impressed beyond words, remarkable product"
d90eaaac-c67b-44bf-9333-08be6f9b6b23,5KP0KK4HA28,01HQP4D18F1CQRFM7HPXV0C0H1,1," The product had a strange smell, had to return it"
d90038eb-8bb9-4133-b4de-5a3264679549,2DF7YA4TP25,01HQP4D79K1Y43991ZMVTFVEXY,5," Amazing value for money, flawless product"
d892f630-d09d-4803-823d-2a0f46e827da,3N89TJ0MK58,01HQP4D6GE7Q8Z98BEXSFA9FSE,1, Product didn't match the images online
d841a76a-3a37-46bf-9946-9e41c66b2dfe,5PJ2MP5JD87,01HQP4D4N57P44SKWR6SQ8Q9HB,4, I'm satisfied with the quality and performance of the product
d82d0009-682d-4b4c-85c4-85367ec073c7,6A64CV6CK88,01HQP4D30T4E2TV9269S18PDTY,1, The product stopped working after a short period of time
d7d1a19a-5f78-4d5b-9ca1-a5f91545d750,5JA0YU2UC76,01HQP4D18Q0Y2NT5094PRFKB13,5," Remarkable product, flawless in every aspect"
d7a9154b-b84c-41ab-93dd-e3ad379cbd50,4KW1PD3YQ23,01HQP4CZRGF7ESTBAX4QJAYH5V,5," Exceptional quality, couldn't be happier"
d79b5193-12d0-4211-ab03-6cc3f647d1ec,7X49HC6XR40,01HQP4D1BV1NAM7YEDE7STJ8FH,4, I'm satisfied with the durability and functionality of the product
d78dfe18-ca75-4938-b72b-0235af933515,6DP8VP6AX70,01HQP4D03HXWTXKBCC06S6VWRB,3," It's not bad, but I expected a bit more for the price"
d765c5c6-e2cf-4394-ad61-883eab16ecc5,1UT2E38PD63,01HQP4D2V72D1461KYDFR6C8GC,5,No comment
d760e4c9-8f0f-4081-9add-1a21245a38fe,5PH3FP4QJ37,01HQP4D59RK7JT6QBNAADVD718,4,No comment
d75934ec-a369-4bd4-a6e1-e1b4700c52a9,4T68J59DE74,01HQP4D17Q3E3YK5DFP2H2Q5XN,5," Flawless product, highly recommend"
d74ebc94-57c1-4ad0-829b-9ca078b78061,5MC8N94EA53,01HQP4D59V5WSQ0CBCW5FQTAXN,4,No comment
d73841f3-5220-4d3d-aea9-60c75178efba,7UE9C08FC49,01HQP4CZTQM1GGNF702TD5X3DR,3," It's satisfactory, but I wouldn't rave about it"
d5c46e48-0d35-46df-bb94-706de9bb2387,7N13TG8TK38,01HQP4D47FWAPR1R0KA103FGE6,5," Exceeded all expectations, 5 stars"
d5a73bd0-917f-4bd5-a18d-b339b3dbed29,4YW0C24CR67,01HQP4D54YSMQP43EP8TNQJD6D,3," It's acceptable, but there are better alternatives"
d592d819-3d8e-45af-ac2b-7b26abd038c2,7PQ1XP7DF92,01HQP4D5Z5WGY399545JFMK6R0,3," The product is fine, but it didn't blow me away"
d57b2225-d441-4042-86a5-0356ccec678a,6D30QT2RP42,01HQP4D30D18M1PQTQRM01TJSB,4, The product is well-designed and functions smoothly
d56b3c7a-2a8a-4bb0-9ef4-be64428820c4,6TG1RG3VV59,01HQP4D474FYH54NFT5B0KXJAK,5," Phenomenal product, highly impressed"
d508fde5-2a9c-4e9c-b9e5-9f1c09e80274,3NT5FJ3TR49,01HQP4D34F50C7AETX004310EW,5,No comment
d4ebd0e0-50fd-4bab-8d9a-2ba4de89f7bf,7GA3X94UN53,01HQP4D3ZHX6Q8HT4BYDQ32SKX,5,No comment
d4e1acff-2ea5-4cad-aaf7-522378e44016,7MD5TK1FY33,01HQP4D5CZSASSX1RM5CFCQ3W4,1," Cheap material, fell apart after one wash"
d4cfbbfa-429b-48b2-93dc-94c8416c7021,8EG5J46XT51,01HQP4D5AT1D4MM6E43A9JGGMW,4,No comment
d47d3b11-c776-41c3-8b3f-c59280d63333,2G18MM8MU27,01HQP4D5B790HX5YT74RTVVCAD,3," It's alright, but there are some aspects that could be improved"
